name,uuid,description,keywords,prompts.batch,preferred_score,targets
icho_uk_2010_4d1,acd6ba04-414f-7e39-ed8c-9c6648564690,Calculating the freezing point of a solution.,"['freezing-point-depression', 'colligative-properties', 'physical-chemistry', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The density of pure water is 1 g cm^{-3}, the melting point of pure water is 273 K and the standard enthalpy change of melting for pure water is 6.01 kJ mol^{-1}. The depression in freezing point can be calculated by \x0crac{nRT_\\mathrm{melt}^2}{\\Delta H_\\mathrm{melt}}, where n is the amount of substance (in mol) of ions, R is the gas constant, T_\\mathrm{melt} is the melting point of pure water, and \\Delta H_\\mathrm{melt} is the standard enthalpy change of melting for pure water. What is the freezing point of a 3 mol dm^{-3} solution of sodium chloride in K?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['262.9']
icho_uk_2022_q1g,ad0ec230-be5d-44b6-688d-dea2dd39d34d,Calculating percentage of CO2 produced from burning of fuels.,"['requires-reasoning', 'technical-chemistry', 'energy', 'combustion', 'reaction', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Assume that 1 L of E10 fuel contains 100 mL of ethanol and 900 mL of octane isomers, and that 1 L of E5 fuel contains 50 mL of ethanol and 950 mL of octane isomers. Taking the CO2 produced from burning 1 L of E5 fuel as 100 %, what is the percentage of CO2 produced from burning 1 L of E10 fuel. Consider only CO2 formed from the combustion of octane isomers?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['94.7']
number_1h_nmr_shifts,af33313b-8ada-dad2-869e-09312af7ab76,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CC1(C)CCOC(=O)O1?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3']
icho_uk_2023_q1d2,b03c1c13-28bf-250f-0d06-67bdaede940b,Calculating the oxidation states of products and reactants in a reaction.,"['oxidation state', 'physical-chemistry', 'thermodynamics', 'reaction', 'icho', 'requires-knowledge', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation number of carbon in the products of Sabatier reaction?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['-4']
icho_uk_2023_q2h2,b14628b5-4b0f-1714-b514-7036fbea7964,Calculating denisty of a crystalline form given the unit cell's parameters.,"['crystalline-forms', 'unit-cell', 'inorganic-chemistry', 'cell-parameters', 'density', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Boron nitride has a cubic form(c-BN). The unit cell of c-BN is cubic, with cell parameters of a = 3.63 Angstrom. What is the density of c-BN in g cm^{-3}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3.45']
electron_counts,b24f566d-99e4-8eae-8c8a-4edce603a694,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of Cl2O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['42']
number_1h_nmr_shifts,b26ea6a1-0937-bea7-d1b1-bd9f3e197efa,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES N=COC1(CCC1)C=O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['7']
number_1h_nmr_shifts,b29a3899-040d-40ab-427d-68162d9ff099,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CC1C2C3NC3(C#C)C12?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['7']
number_1h_nmr_shifts,b2cfe315-52ac-d0f5-3eae-6083a371c05d,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES COC(C)C(CO)C=O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['8']
icho_uk_2022_q6a,b382c0f9-683d-12ee-685d-2ad7df8b3dc5,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'inorganic-chemistry', 'p-block', 'reaction', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The equation for the ensilication process which begins with the hydrolysis of ethyl orthosilicate, Si(OCH2CH3)4, to form orthosilicic acid, Si(OH)4 is Si(OCH2CH3)4 + 4H2O -> Si(OH)4 + xCH3CH2OH. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
icho_uk_2021_2d,b408af4d-fdad-1612-89aa-f6c2adeac2b4,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'inorganic-chemistry', 'reaction', 'combustion', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The reaction of sulfur dioxide with calcium carbonate and oxygen is 2SO2 + 2CaCO3 + O2 -> xCaSO4 + 2CO2. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
icho_uk_2021_2c,b4417960-535a-c6eb-1ba1-c5472d673a30,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'inorganic-chemistry', 'p-block', 'combustion', 'reaction', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The equation for the formation of sulfur dioxide from the combustion of hydrogen sulfide is 2H2S + 3O2 -> 2H2O + xSO2. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
icho_uk_2019_5f,b6d15ab6-41af-74aa-5568-a6a2c5923808,Calculating the number of monomer units in a polymer chain.,"['polymer', 'mass-balance', 'physical-chemistry', 'stoichiometry', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: 286000 tonnes of polylactic acid (PLA) are manufactured each year. What is the mass of NaOH, in tonnes, needed to completely degrade all the PLA manufactured in one year to sodium lactate, assume the PLA is pure and ignoring the contribution from any end groups?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['159000']
number_of_structural_isomers,ba1554b9-6132-f254-ac55-20af7e588be0,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C3H6O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['9']
icho_uk_2011_5a,ba73f939-4076-b749-9ca2-4ea95ff81940,Predicting the correct molecular formula of a compound.,"['molecular-formula', 'titration', 'organic-chemistry', 'icho', 'difficulty-basic', 'stochiometry', 'requires-reasoning', 'requires-calculation']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Combusting a 0.250 g sample of compound A results in the production of 0.178 g of CO2 and 0.146 g of H2O. Subsequently, a separate 0.250 g sample of compound A, subjected to alkaline hydrolysis, releases all its nitrogen as NH3. The generated ammonia effectively neutralizes 40.8 cm^{3} of 0.200 mol dm^{-3} hydrochloric acid. Mass spectrometry analysis reveals that compound A has a relative molecular mass of 60, leading to the molecular formula CH4N2Ox. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
